country,sic_division,n_segments,scope1_total,scope2_total,scope3_total,scope23_total,scope123_total,share_scope1,share_scope2,share_scope3
USA,Manufacturing,515,4.132987839857333e8,7.022679660698807e7,5.906683025183814e8,6.608950991253694e8,1.0741938831111026e9,0.3847525018376839,0.06537627677007038,0.5498712213922459
USA,Wholesale Trade,21,3.8381159396009445e6,1.5022418139980903e6,6.213528302280008e7,6.363752483679817e7,6.74756407763991e7,0.05688150413153837,0.022263468663843027,0.9208550272046188
USA,Mining,100,1.0914409634750462e8,1.1760549208853288e7,4.4863621701317765e7,5.6624170910171054e7,1.6576826725767568e8,0.6584136888988977,0.07094572081502366,0.2706405902860785
USA,"Transportation, Communications, Electric, Gas and Sanitary service",109,5.055538377310407e8,2.2878497455432545e7,9.914980135937189e7,1.2202829881480443e8,6.275821365458452e8,0.8055580429895008,0.036454985129681525,0.15798697188081762
USA,Services,104,1.3496984890419096e6,4.0862476748492667e6,4.938259898161456e7,5.3468846656463824e7,5.4818545145505734e7,0.02462120228582104,0.07454133749816005,0.900837460216019
USA,Retail Trade,64,8.293386538515091e6,1.8402925725139678e7,1.4484335092004955e8,1.6324627664518923e8,1.7153966318370432e8,0.04834675773866702,0.10728087827380026,0.8443723639875327
USA,"Finance, Insurance and Real Estate",64,3.186001654323846e6,614961.5641748889,2.2460517370946646e7,2.3075478935121536e7,2.6261480589445382e7,0.12131843227469497,0.023416865704900314,0.8552647020204046
USA,Public Administration,23,9137.883771896362,17126.631470175562,39648.2345063545,56774.86597653006,65912.74974842643,0.1386360576181927,0.25983791505503734,0.6015260273267699
ZAF,Mining,9,1.2582547965393066e6,6.523059087100619e6,8.205168058903089e6,1.4728227146003708e7,1.5986481942543015e7,0.0787074230003573,0.40803593376861363,0.513256643231029
ZAF,Manufacturing,5,9.4872294453125e6,1.6531098413531731e6,6.059022669331761e6,7.712132510684934e6,1.7199361955997434e7,0.5516035693407972,0.09611460271505783,0.352281827944145
ZAF,"Finance, Insurance and Real Estate",9,16012.434313297272,305011.77169870015,1.8362535036751719e6,2.141265275373872e6,2.157277709687169e6,0.007422518779753797,0.14138734680706938,0.8511901344131768
