FACTSET_ENTITY_ID,ISO_COUNTRY,YEAR,g_S3_est,SALES,accounting_year,g_S3_CDP_c
05W4YC-E,BRA,2015,383684.39009503275,2081.8547176636885,2015,4674.810186784723
00CS2T-E,CAN,2015,79076.58832148423,537.356241896393,2015,240909.9434362382
0817XN-E,CAN,2015,1.2768714432638528e7,19571.944746736488,2015,557464.3458231364
083V0Q-E,CAN,2015,9.986985735829098e6,8072.0879669327815,2015,4149.848303706337
001NDB-E,CAN,2015,1.9120157590757464e6,5247.9389655862415,2015,1.563384957253587e6
06LJ3H-E,CAN,2015,386276.7251556153,666.5856033383338,2015,3919.4479310608835
003MYN-E,CAN,2015,277107.63496912987,1796.6089789637724,2015,627.4966946983016
06B3CZ-E,CAN,2015,313176.5754380798,1471.9018177389912,2015,35067.43022182146
0093J5-E,CAN,2015,668405.8945778756,2738.6144063476722,2015,1.2201451383256118e6
003N20-E,CAN,2015,582926.7701854199,1232.6187768942261,2015,4646.984149176422
003VJL-E,CAN,2015,3.569809743530154e6,8803.685078334245,2015,97041.28287870061
0019S0-E,CAN,2015,1.82177082052562e6,7701.857306891314,2015,553036.4809608649
001HN7-E,CAN,2015,2.711424859919911e6,7702.366520577125,2015,1.2526072950460108e6
00282B-E,CAN,2015,1.6967199733908821e6,14304.441797879368,2015,1.4424423139069418e6
00136Q-E,CAN,2015,1.5487766685432964e6,16334.20491393314,2015,9604.553266880019
001VG4-E,CAN,2015,667702.5572947703,7196.239352891455,2015,9729.233376229236
00200H-E,CAN,2015,393032.575068278,3025.371463283977,2015,11313.323987947626
003L9F-E,CAN,2015,2.636983280181879e6,18818.333996883248,2015,14336.852200483048
003V24-E,CAN,2015,4.711089990003671e6,18548.497946816682,2015,8316.086974598744
00791K-E,CAN,2015,345259.2836102361,1349.5101729135754,2015,3517.3302928320563
0030M3-E,CAN,2015,710094.2692185842,7858.12062667222,2015,440143.184182173
003FXF-E,CAN,2015,3452.133389169397,26.95484714102368,2015,40170.126412173515
003N6X-E,CAN,2015,4.713346241738237e6,20258.49297270365,2015,6428.326028964487
05H65P-E,CAN,2015,4.7606880638666805e6,20258.49297270365,2015,6335.587310961708
05HL4J-E,CHE,2015,1.127798917078317e6,3417.4462971131907,2015,942038.6557165998
000VJ8-E,CHE,2015,4.0025172540881434e6,39183.24515773343,2015,696233.034087808
05FGM6-E,CHE,2015,3.366303394409902e6,23047.699036751957,2015,3.3201318499513636e6
05J10Q-E,CHE,2015,81789.36029151262,398.9518114700945,2015,12849.161702882197
05HWZT-E,CHE,2015,1.3627978536161957e6,6816.207087650362,2015,1.5953370386685084e6
05HWWX-E,CHE,2015,4.816509097179626e6,14382.683791941748,2015,237076.21157466836
002TZV-E,CHE,2015,38.309673790310406,0.7287161509503339,2015,29.06251441811047
05FWCG-E,CHE,2015,48611.51483603613,763.9646843495377,2015,280.2639793675424
05FWMC-E,CHE,2015,18240.756564255837,692.2450867619855,2015,1155.11071712418
05J16T-E,CHE,2015,12339.815914615221,287.58034330175235,2015,277.72745100845975
05MBK2-E,CHE,2015,64443.96661135445,754.8343922942446,2015,612326.1015881376
002C2M-E,CHE,2015,2.791824249512207e6,17813.54766269229,2015,7097.7988140061225
05HWM3-E,CHE,2015,127281.89133057493,4262.635573698449,2015,179161.15108145136
0013TL-E,CHL,2015,354712.0875168232,664.3014259785574,2015,127813.77883778817
05J103-E,COL,2015,205363.75570609563,157.77723078313625,2015,23.40332591498531
06C3Z9-E,COL,2015,814860.4762474493,1787.963121659839,2015,2.5318164905074183e6
05PMHJ-E,COL,2015,194331.23346001847,179.04547733898136,2015,14017.883886254836
06FFV7-E,COL,2015,670787.489663978,911.6014552919811,2015,915.1099823217181
003JGK-E,COL,2015,313280.1088677244,2216.24279648093,2015,351.04138353611495
05J27C-E,COL,2015,24142.89665933845,151.40269491985578,2015,93.9104752095893
05WQPQ-E,COL,2015,168522.27837769216,1127.8698234702358,2015,254.93476964440686
05WL8K-E,COL,2015,239080.97817156636,1350.6333802539698,2015,691.4270752437803
05HHL0-E,DEU,2015,2.2001406189232245e6,14932.994714619543,2015,2.756865891430845e6
008TGL-E,DEU,2015,1.0440952369507414e6,1910.983026724595,2015,1.2244172262766922e6
05HSK3-E,DEU,2015,1.0060417798082761e6,2811.0760828135135,2015,87424.5119071657
05HWRB-E,DEU,2015,530866.059979681,2731.3980298989554,2015,17783.248372247424
003715-E,DEU,2015,2.509376552278119e6,1918.9241167194848,2015,884187.042919822
0028L7-E,DEU,2015,1.3498454974985233e7,37529.97776786099,2015,1.1244338645001877e7
002PBB-E,DEU,2015,8.525199786187377e6,14906.42948646306,2015,29714.299905759184
002YCC-E,DEU,2015,2.618570176769713e7,45362.45084954667,2015,3.2363566897264227e7
006NX1-E,DEU,2015,2381.784308059124,9.313298428319555,2015,9542.690938566877
00846Z-E,DEU,2015,1.070892440273269e6,3552.995020620994,2015,2.5973567448591995e6
05HG3K-E,DEU,2015,2.5415433600456724e6,4602.553052662516,2015,44815.39918614329
06XPZ0-E,DEU,2015,3.1713274073003815e6,11132.226696736767,2015,5.798704572886287e6
003JMZ-E,DEU,2015,9.761911342353959e6,30398.09077715078,2015,3.4679164837015127e6
05HL4P-E,DEU,2015,230353.5986262499,637.1888444465752,2015,210639.1623037551
05HGS3-E,DEU,2015,1.7435355966480978e7,33277.64468929114,2015,1.929532926123492e7
002Q21-E,DEU,2015,9.119567639526995e6,30359.399466976134,2015,3.5088190469265436e6
05HRC2-E,DEU,2015,1.0587692516298734e6,3017.8096964169827,2015,6259.522323124191
001YFZ-E,DEU,2015,4.9618318544867665e7,144951.02834435808,2015,2.1369180766897175e7
0025F0-E,DEU,2015,3.802806732115379e7,103413.07355095948,2015,4.641225284189944e6
05HF3F-E,DEU,2015,2.8597426088963717e7,86031.83676525035,2015,6.292046023801872e6
002M19-E,DEU,2015,574854.6557846434,1492.09702433426,2015,896790.5243532618
05HFSY-E,DEU,2015,1.6349751245066044e6,3064.461331009494,2015,163421.8718126523
05GDR1-E,DEU,2015,2.8085838134750936e7,54274.55938871753,2015,2.435614858920778e7
003JN9-E,DEU,2015,1.3920727346929323e7,26423.219381942086,2015,7.960616000000004e6
05HGB3-E,DEU,2015,2.7689852223834163e6,14307.745064963783,2015,41738.441955211274
05HDZK-E,DEU,2015,592398.9812627373,11609.884077962197,2015,388871.0548987484
0011H9-E,DEU,2015,2.5562856614170857e6,24514.82273824721,2015,932971.7800261332
001D6B-E,DEU,2015,3.5655231600108948e6,28170.110999999997,2015,1.2085197189326999e6
0032RQ-E,DEU,2015,1.4676069293592083e6,9066.717999999999,2015,4185.558885919804
003JZH-E,DEU,2015,2.066677057164149e6,12947.010758397708,2015,5365.16233646362
05FWFX-E,DEU,2015,1.1874304072667465e6,8168.5160000000005,2015,40245.35020921683
05HR85-E,DEU,2015,152612.2603942781,1083.4712217152999,2015,51.539604299682466
05J4S9-E,DEU,2015,73938.95597576322,431.56365394236457,2015,21842.257031355224
05J74D-E,DEU,2015,115125.3538600686,782.980838986951,2015,851.85032948477
05HL2T-E,DEU,2015,114823.16031576472,1427.114,2015,3524.4649114379545
003G89-E,DNK,2015,1.5399884302920746e6,12008.306119882489,2015,951217.2233277224
00455M-E,DNK,2015,408666.50875206373,1214.1857390682176,2015,5396.327754065854
05HWWD-E,DNK,2015,239236.80724253177,1491.4382755370264,2015,39427.360019746666
05HH9B-E,DNK,2015,2.972934345367653e6,7173.177587576343,2015,1.2003252788968564e6
05G8VG-E,DNK,2015,435146.5114521949,7925.853403805868,2015,3438.1172265141977
05HXMM-E,DNK,2015,134098.35205390182,1598.0167436124177,2015,1201.599518013601
003P21-E,DNK,2015,76762.3111523469,546.7396691093925,2015,299407.1120971328
05DZH8-E,ESP,2015,2.296873144838718e7,34987.82838639772,2015,3.747062638962709e6
003G1Q-E,ESP,2015,2.5778035142256427e6,4929.137857126498,2015,1.087729650435566e6
00394S-E,ESP,2015,1.1285587711924992e6,3170.0088299647855,2015,29040.54920577011
009BRJ-E,ESP,2015,203606.41316212842,554.626474142853,2015,3900.456579094789
05HLL9-E,ESP,2015,2.550977923421929e6,5768.950956283297,2015,197596.78866884016
05HWMK-E,ESP,2015,2.99623823046788e6,3548.7032576892852,2015,39652.84612799863
003HR3-E,ESP,2015,2.0957292343394794e7,17830.591767796384,2015,9.60749263946596e6
05HDYL-E,ESP,2015,2.6409634296456143e7,20908.502462041833,2015,1.5483220910939092e7
05HFXJ-E,ESP,2015,3.286911101674645e7,28246.673786084524,2015,222904.6978024817
05HJVH-E,ESP,2015,2.411406431075665e6,5367.185305438245,2015,945153.4345717519
05JLQW-E,ESP,2015,388768.72268718306,1140.0108597280407,2015,8334.759045860717
05HKW1-E,ESP,2015,1.5679161672450523e6,3876.6012518058346,2015,373210.54814763233
08D377-E,ESP,2015,2.8241414772624327e6,8733.300872006446,2015,860073.0962497211
05HGD6-E,ESP,2015,1.4477094138204763e6,3831.1042535213987,2015,391189.81078058947
05DZGP-E,ESP,2015,5.653060201480153e6,39838.43349713831,2015,684523.4465924099
09Q519-E,ESP,2015,233518.0179813205,3043.757793556689,2015,5879.310996019079
05HJX4-E,ESP,2015,205958.8913586405,1373.2110000000002,2015,3326.9912514429598
05HKLH-E,ESP,2015,524704.606464256,3598.923,2015,4654.682645376591
06WSS6-E,ESP,2015,371504.163214598,5938.858,2015,21536.267169238985
06Y6NS-E,ESP,2015,577777.4176645909,8410.169000000002,2015,10180.765063255625
003HWW-E,ESP,2015,389247.5230485796,2515.0410972485993,2015,2532.7022770733684
05HXRV-E,FIN,2015,304437.6344653549,545.9320665954647,2015,4214.926174670162
002V9S-E,FIN,2015,5.15605304001339e6,7670.645125452515,2015,1.2994969758208739e6
002V58-E,FIN,2015,3.729429747745431e6,5563.562146601066,2015,2.542185466017992e6
05HX7G-E,FIN,2015,1.4458811790438711e6,1640.1885779448608,2015,370441.4313237841
05HXKW-E,FIN,2015,1.5291096304141372e6,1969.404733009993,2015,563715.4819632701
063XQ2-E,FIN,2015,54582.366664731315,221.67389747885966,2015,3482.419400515371
05LP7T-E,FIN,2015,5.896740261992899e6,6132.91422137951,2015,2.1989424802652574e6
05JTW6-E,FIN,2015,680418.933250587,1042.6098835066805,2015,119992.19693976133
05HHKF-E,FIN,2015,8.016599376695968e6,4673.76844330581,2015,1300.9706613826613
000RCG-E,FIN,2015,3.6781441438954314e6,10213.927008458182,2015,1.3916828813884568e6
002CKG-E,FIN,2015,978554.0830384851,2305.116233228578,2015,272248.99538271193
05HX0F-E,FIN,2015,1.537148549840776e6,3823.62607991139,2015,1.6475340985840044e6
05HZJ9-E,FIN,2015,388968.59671663994,911.741267778174,2015,733867.2619233255
0DH64Z-E,FIN,2015,630978.527335327,1396.7105516798642,2015,418305.81245695095
05HJM0-E,FIN,2015,2.3134068404333983e6,3423.8774001877664,2015,2.95661185061889e6
05HZ28-E,FIN,2015,5.4611744340127185e6,7313.940130197656,2015,2.859818678385561e6
05HZWM-E,FIN,2015,1.491187353682459e6,1942.8278863407995,2015,5.51471753518727e6
05HXDY-E,FIN,2015,309205.8263619745,1281.2852708741216,2015,69734.01610696988
05HZ7G-E,FIN,2015,200789.11961350933,584.6320000000001,2015,2662.6539960053824
05HYXL-E,FIN,2015,1.6435220260306923e6,4428.404798563498,2015,23783.71072803713
001YMJ-E,FRA,2015,1.15616350198122e7,18599.42643639963,2015,7.464937839626644e6
005M9Z-E,FRA,2015,4.820156277513846e6,29447.858425594266,2015,3.616361330818859e6
05H41J-E,FRA,2015,8.877882004717054e6,14158.037430406257,2015,879343.8393595995
05HGJH-E,FRA,2015,3.8418713388830973e6,9319.643043117088,2015,8.63619897456135e6
002X73-E,FRA,2015,9.549701938662903e6,33251.12417319066,2015,2.247639270206086e6
0011MS-E,FRA,2015,5.277321128580489e6,37841.893256014904,2015,1.2121978233188244e6
05HFTC-E,FRA,2015,7.1540102432556255e6,20686.86693950567,2015,2.5712166250586393e6
05HX6D-E,FRA,2015,1.3708070378448071e6,3695.7018143295295,2015,101455.12230266332
05HHFX-E,FRA,2015,2.93817756444882e6,11082.263909670142,2015,1.5737681785308886e6
05HK8H-E,FRA,2015,3.0345042668191325e6,12310.702682500418,2015,4.0460311590739563e6
064R06-E,FRA,2015,1.124276695680533e6,3735.0540932816693,2015,1.1806976685710822e6
05HYYK-E,FRA,2015,374853.6144313039,826.4581657806045,2015,83030.83326826697
05H41M-E,FRA,2015,1.435522396622973e6,5203.751469701891,2015,20145.701794458026
05GJN3-E,FRA,2015,1.3883531217454111e7,44122.5702249964,2015,6.120227340556424e6
05HDYJ-E,FRA,2015,9.362848037402708e6,34724.446379475965,2015,1.0585986571582103e7
05HDZS-E,FRA,2015,364266.4329607495,1685.463323899334,2015,69473.65847981296
05HHCW-E,FRA,2015,2.308292947862762e7,57870.69411559587,2015,1.4305200459181815e7
0655BR-E,FRA,2015,6.427488680614998e6,13606.672581585293,2015,1.610775646829083e6
0024DP-E,FRA,2015,9.528514068043163e6,22654.016441332606,2015,5.9788805999171315e6
05HFMC-E,FRA,2015,5.490501526512794e6,12985.312833801509,2015,59515.24191565368
002KZL-E,FRA,2015,1.257479708251586e6,4931.614668022029,2015,863691.0763781454
05HWZ3-E,FRA,2015,26174.215007311323,810.718867153937,2015,130385.70522097162
070ZLB-E,FRA,2015,59976.35370687816,830.1483701789331,2015,205004.3563571619
003K9V-E,FRA,2015,1.6356404349829874e6,5988.14881613607,2015,179914.12530508288
05HDYF-E,FRA,2015,4.0155533052341323e6,14836.513853127557,2015,7.554803801109846e6
000VF7-E,FRA,2015,4.864618446936342e6,11441.189252095977,2015,448920.498830484
05HFMZ-E,FRA,2015,1.5493784183931968e6,5203.875036997383,2015,1.8014502946425278e6
05ZKN9-E,FRA,2015,1.1497159894702088e7,23531.24210549845,2015,741003.8984064384
08V0XH-E,FRA,2015,324220.9005969865,854.191796971583,2015,29342.959531694498
05HZTV-E,FRA,2015,188398.61034211185,2114.3132648001992,2015,130842.1520937352
001G7R-E,FRA,2015,284524.6061084297,1709.3040195495648,2015,433246.4137589205
003PTZ-E,FRA,2015,96863.86946081102,915.1416766061122,2015,13906.448906542586
05HZVD-E,FRA,2015,56189.12511902043,1139.960967881783,2015,2162.53442938347
05FWBG-E,FRA,2015,616537.0152423286,10570.953354447262,2015,49694.25690297525
05G3GH-E,FRA,2015,138019.69513410906,2089.215,2015,3219.7810623584655
06GTV0-E,FRA,2015,245976.09151371696,3819.159000000001,2015,11510.810097170921
001VPR-E,FRA,2015,1.044843018739452e7,76421.94632418547,2015,46196.95617326905
05GNMJ-E,FRA,2015,4.015934445581829e6,26495.827999999998,2015,5910.725381208822
05HWRV-E,FRA,2015,24798.358374703592,444.1420743597082,2015,234.42522528021357
004175-E,FRA,2015,277078.70916625723,4080.4712843701996,2015,8145.114170701591
05HWK3-E,FRA,2015,445777.36688803486,2495.2468904129255,2015,5197.711351985493
05HZLW-E,FRA,2015,228859.65382143419,1388.7376071720769,2015,8601.449501855463
000VLZ-E,GBR,2015,7.11537378520816e6,29857.4509691893,2015,1.5070770077641332e6
002JWK-E,GBR,2015,4.725455743645758e6,14134.274098624655,2015,1.1602862119603688e6
05HWXC-E,GBR,2015,528790.7116638592,2573.9285883394073,2015,112364.0447080306
066L2H-E,GBR,2015,1.8481695060844117e8,199984.99414104657,2015,6.882630454336614e6
002BV8-E,GBR,2015,1.1294169289602902e7,42911.84527557041,2015,9.459060748177676e6
05HG2T-E,GBR,2015,3.5233736349619855e6,9744.006069425384,2015,3.875510236642262e6
000Z35-E,GBR,2015,1.0404054367692749e6,8949.04071226996,2015,3.079444732214472e6
05FT2R-E,GBR,2015,3.834985631003782e6,28093.38474487913,2015,2.5617729636965743e6
05HGT0-E,GBR,2015,3.97167236084024e6,11941.618300792368,2015,5.720967400005732e6
003JJM-E,GBR,2015,4.017242463354466e6,5361.518892577235,2015,2.098878446630131e7
05G5M5-E,GBR,2015,2.049647450644361e6,6703.129737884783,2015,11723.87307611564
05HXPT-E,GBR,2015,535137.6296882355,3708.989955075207,2015,43800.50807939953
05HZ2F-E,GBR,2015,985787.2012891942,4306.501696055149,2015,9587.567151432533
000D1T-E,GBR,2015,549367.4680859568,12166.216729085709,2015,1.0237931612168181e6
05HWSB-E,GBR,2015,4.062780432667108e6,8317.350218461715,2015,5.416892890930586e6
05J2CZ-E,GBR,2015,203114.8361686775,535.8475530533411,2015,29415.725620048346
000TWC-E,GBR,2015,1.6654094679112889e7,46909.61393585872,2015,8544.34438587151
0030BD-E,GBR,2015,1.453621023630139e6,13652.91094392443,2015,694079.7787684042
003GSQ-E,GBR,2015,20717.261463781015,203.0330565334858,2015,2653.166262368521
07JRZL-E,GBR,2015,2.9969603037601262e6,22326.41803449026,2015,339849.01927995076
002J95-E,GBR,2015,7.296902251840519e6,35998.99095320548,2015,1.135253038669949e6
002118-E,GBR,2015,564307.1362904363,6413.6473558203015,2015,673503.5892132771
00CN10-E,GBR,2015,22210.812659712756,354.0940323846554,2015,208.3804281750733
05HM5J-E,GBR,2015,16969.83552153616,267.04815492439104,2015,1813.2206356998768
05HX8P-E,GBR,2015,62166.20571991657,788.8431783812475,2015,2989.092417106165
05HYXR-E,GBR,2015,36398.328149588386,321.73179560321336,2015,208163.18060627146
05HZMT-E,GBR,2015,8831.648434681534,246.28395190849935,2015,295.4262147232685
05J10J-E,GBR,2015,656977.7432568275,2944.768489295674,2015,731.211447696916
05J198-E,GBR,2015,86782.44070773349,912.4758715071756,2015,1577.589166601894
05J2PN-E,GBR,2015,134741.29534566207,770.4755063356057,2015,10456.98830738936
07GCWC-E,GBR,2015,42107.22512852082,677.8832037275891,2015,2636.760852735155
05G2MG-E,GBR,2015,6.179002219708626e6,27019.783997451923,2015,304703.0997000019
05J0C0-E,GBR,2015,23067.779393036442,135.19135189509632,2015,5545.672577612563
095B5H-E,GBR,2015,10354.132729781217,98.35447126972944,2015,82178.25552281011
0658S3-E,GBR,2015,49048.51775971334,820.2220875735102,2015,2796.11701055063
005PTH-E,GBR,2015,32898.239379717976,388.3869334936442,2015,1707.0560749053477
003KSM-E,GRC,2015,121899.69015525529,1312.1957369414336,2015,13039.872041221148
003L1W-E,HKG,2015,8.688247906149914e6,2681.228044514144,2015,13576.201003210403
05J0CK-E,IND,2015,1.2097950830782067e6,1926.434191564337,2015,126749.73907778003
05J20N-E,IND,2015,517940.04955223796,432.8434805918506,2015,124502.34504050785
05LYCN-E,IND,2015,2.0737493170056846e7,12299.05109717749,2015,4.854057134672812e6
003QDR-E,IND,2015,9.972252399751695e6,5339.432327869756,2015,1647.8557983688472
05J289-E,IND,2015,2.2953757332889214e6,1539.6450051984862,2015,77672.4523381353
05HZ5F-E,IND,2015,1.3357439940001876e6,1460.1877609154621,2015,1.3161912654132936e6
05M21L-E,IND,2015,99788.0025627896,305.2250457494098,2015,144400.47879048865
05HXPL-E,IND,2015,1.111094056826875e7,8393.478952267607,2015,129557.61740590735
05LBFM-E,IND,2015,5.03776159087302e6,11021.115861511915,2015,256200.3977093791
06JLTG-E,IND,2015,1.0100946040287924e6,2900.568860985879,2015,33124.107745012865
00B7VX-E,IRL,2015,699585.813040111,4789.8899853888515,2015,153417.31766849515
05HGDN-E,IRL,2015,1.4202324892889212e6,5412.955295910872,2015,147412.8911079524
003B3F-E,ISR,2015,1.9569996654046448e6,3973.0822685338203,2015,28855.944688916756
05DZHK-E,ITA,2015,6.623971521516666e6,56612.327874595496,2015,3.0647175958398157e6
000JP9-E,ITA,2015,2.4077201358665954e6,10237.653235060547,2015,147149.80928966633
05HQ2V-E,ITA,2015,552689.5401347732,1615.5769776468635,2015,5.553412649750379e6
0031L0-E,ITA,2015,1.6921696362856954e7,48961.98367899608,2015,1.9478692100834474e6
05HGSK-E,ITA,2015,2.65025364852564e6,3150.280194494529,2015,5496.4792212807115
05HWFH-E,ITA,2015,903123.803017137,3739.150024108801,2015,178892.86831498856
071XK1-E,ITA,2015,4.311402507064459e6,5944.282701080023,2015,488627.7948935737
09W4PM-E,ITA,2015,4.271289295520457e6,4391.21418760513,2015,241.15610434479856
002111-E,ITA,2015,1.7297652949511032e6,12511.737969902724,2015,4.321522571621555e6
003FNP-E,ITA,2015,852087.0317550625,8806.812,2015,15647.987059864223
05G1SW-E,ITA,2015,1.0587686765777335e7,73558.20752573984,2015,21382.758742914913
05HDYG-E,ITA,2015,342843.2651609158,3563.444343796917,2015,86441.56172234708
05L6HL-E,ITA,2015,186771.49755683253,1010.6699055222568,2015,349133.02518948057
06QC6V-E,ITA,2015,40165.391711480755,613.3969999999999,2015,390.4920773205496
05HX6H-E,JPN,2015,1.779375790015194e6,2551.724697579419,2015,533521.4800984813
05HWC1-E,JPN,2015,3.968033155828636e6,7282.372981969867,2015,1.1902701863224574e6
05HWDP-E,JPN,2015,805050.1430599006,2156.9227143704416,2015,86117.75398504068
05HWDG-E,JPN,2015,4.24897882378017e6,6451.689147062419,2015,554042.7760657849
05HWH8-E,JPN,2015,2.6075484912477024e6,4652.727863775027,2015,590235.6159257949
001NDC-E,JPN,2015,72784.23863879952,1186.2453075329647,2015,253610.0319956962
001RJ7-E,JPN,2015,1.0680709515484603e7,31705.606814290597,2015,5.424807991224074e6
05HT4M-E,JPN,2015,937577.098679631,2247.6682457996367,2015,325261.9099859097
05HX1B-E,JPN,2015,1.3624441838486327e6,1884.0618827076078,2015,393437.73009128036
05HWBT-E,JPN,2015,2.4745929735216317e6,5297.257566344431,2015,1.061684632656888e6
05HWLL-E,JPN,2015,1.442424830412219e6,2715.8463057033478,2015,602487.8780226199
05HWL9-E,JPN,2015,1.3454341820389533e6,1838.4255362148606,2015,346987.336009278
05HWN9-E,JPN,2015,1.534447522280982e6,2013.8733930297433,2015,35339.12125015997
05J3B4-E,JPN,2015,92229.4318988043,236.24277051901305,2015,80035.4232657404
05HWF7-E,JPN,2015,4.123863080815055e6,7752.039856764146,2015,321061.9466750827
05HWV5-E,JPN,2015,1.1023858802340652e6,2886.5283115181364,2015,434143.7580766104
003JNC-E,JPN,2015,994950.7802775243,2700.7636524373956,2015,15252.864329385051
05HWBL-E,JPN,2015,3.9102976969450912e6,6530.960594624019,2015,58375.50874158576
05HWGY-E,JPN,2015,381757.5098968162,1151.9382399982949,2015,1625.6455721978389
062SS6-E,JPN,2015,2.2328414639291535e6,5383.429272343556,2015,246406.161864806
002KZY-E,JPN,2015,1.679558381580246e6,3312.546126601261,2015,495942.4637043384
05HWM5-E,JPN,2015,4.923334861020456e6,6157.315833431709,2015,11329.663078903108
05HWRF-E,JPN,2015,1.053510650592735e6,2270.8729322867584,2015,61497.50110809021
05HWVD-E,JPN,2015,2.7109572149821795e6,3230.245960384892,2015,325497.6101627674
002MQ1-E,JPN,2015,3.2982761516590836e6,5895.789238238837,2015,1.0764539024950701e6
05HNPP-E,JPN,2015,1.1434238113611875e7,26712.18904723506,2015,3.733318750392234e6
05HWXV-E,JPN,2015,1.3045147571855844e6,2715.0668824689274,2015,191690.201783499
05HWN4-E,JPN,2015,2.5823276228693803e6,6056.304468690078,2015,875046.6375246283
05HWLM-E,JPN,2015,1.9877773168416987e6,3751.677369538512,2015,2.1286894733411125e6
05HWV9-E,JPN,2015,1.963389307476091e6,2811.32234845742,2015,1.5085144452484685e6
003LT3-E,JPN,2015,1.0622211050628284e6,2216.58850881112,2015,66142.06557073038
05FLZC-E,JPN,2015,5.264388508726353e6,9446.64798264944,2015,4.477399714944241e6
003JW8-E,JPN,2015,1.3581428317595873e7,26698.676366754822,2015,4.690495115251443e6
05HYZ6-E,JPN,2015,634966.9425443194,1598.7215551929226,2015,52140.60021313389
05HZ0Z-E,JPN,2015,513164.74523400114,1453.6577656309437,2015,107777.95749854995
05HZMS-E,JPN,2015,82486.74166419814,144.07357264826436,2015,24266.828219913103
06CW0V-E,JPN,2015,2.755004912225444e6,5285.972612764417,2015,295546.1892282694
05HZY1-E,JPN,2015,1.5410461982432466e6,3031.7116667543364,2015,907807.448439893
05HWZY-E,JPN,2015,1.271416391932894e6,3385.0272296820644,2015,27327.805392549042
05HWWV-E,JPN,2015,204492.34185115588,962.8697782240213,2015,1500.5371375273774
05HWCG-E,JPN,2015,1.9880477286641826e6,4937.695279638357,2015,181979.4382181259
05HWSF-E,JPN,2015,880448.9267812714,3224.5298630731672,2015,237111.45131228663
00337J-E,JPN,2015,3.3328193609705307e6,7497.373471144476,2015,386222.99794387614
05HZ23-E,JPN,2015,309514.2929091167,1163.223464290721,2015,63162.59779168533
05HWH2-E,JPN,2015,1.8934773311006965e6,4839.3015763757285,2015,3.7398451074696206e6
001CJR-E,JPN,2015,7.364656234559035e6,17300.44821994873,2015,2.4889232929805648e6
