FACTSET_ENTITY_ID,ISO_COUNTRY,YEAR,g_S3_est,SALES,g_S3_CDP_c
002JWK-E,GBR,2015,4.725455743645758e6,14134.274098624655,1.1602862119603688e6
05HWXC-E,GBR,2015,528790.7116638592,2573.9285883394073,112364.0447080306
05HZ98-E,GBR,2015,215959.90582145154,1305.340892741822,1316.443943895802
066L2H-E,GBR,2015,1.8481695060844117e8,199984.99414104657,6.882630454336614e6
002BV8-E,GBR,2015,1.1294169289602902e7,42911.84527557041,9.459060748177676e6
004TXG-E,GBR,2015,8.590227444929875e6,21439.569683670863,61796.917041192806
05HYZC-E,GBR,2015,302029.7699053905,1145.4094662495843,2787.251732316442
05HWR3-E,GBR,2015,177447.08704108858,673.3365367153657,1654.1631752039177
05J1LN-E,GBR,2015,186640.11650541646,507.828964833337,220.05690882746126
05HG2T-E,GBR,2015,3.5233736349619855e6,9744.006069425384,3.875510236642262e6
000Z35-E,GBR,2015,1.0404054367692749e6,8949.04071226996,3.079444732214472e6
003LSR-E,GBR,2015,684570.2539585037,3105.3738194200773,4585.711244326072
007PH9-E,GBR,2015,153406.94679374745,1100.18403431861,94.68163786508276
05FT2R-E,GBR,2015,3.834985631003782e6,28093.38474487913,2.5617729636965743e6
05HXSL-E,GBR,2015,141372.4865704284,622.4693683374984,3151.542906938104
05HK0H-E,GBR,2015,5.388494050127941e6,17928.972699019963,57728.738216752325
05HWXL-E,GBR,2015,608958.548019705,2222.1500355170583,237873.44274540007
00D76C-E,GBR,2015,3.826083971154527e6,15927.121487701766,92929.71516913523
05HGT0-E,GBR,2015,3.97167236084024e6,11941.618300792368,5.720967400005732e6
003JJM-E,GBR,2015,4.017242463354466e6,5361.518892577235,2.098878446630131e7
05G5M5-E,GBR,2015,2.049647450644361e6,6703.129737884783,11723.87307611564
05HX10-E,GBR,2015,2.0536329401658955e6,8037.4174348374445,3387.0491467874976
05HXPT-E,GBR,2015,535137.6296882355,3708.989955075207,43800.50807939953
05HZ2F-E,GBR,2015,985787.2012891942,4306.501696055149,9587.567151432533
05J2W4-E,GBR,2015,323154.61275958666,1191.8991030660495,6322.006293030497
000D1T-E,GBR,2015,549367.4680859568,12166.216729085709,1.0237931612168181e6
001KKD-E,GBR,2015,410669.28845184646,914.479765288799,1212.590271849259
00288B-E,GBR,2015,3.741990875424459e6,7217.161357676214,5620.767713531917
05HWSB-E,GBR,2015,4.062780432667108e6,8317.350218461715,5.416892890930586e6
05J2CZ-E,GBR,2015,203114.8361686775,535.8475530533411,29415.725620048346
000TWC-E,GBR,2015,1.6654094679112889e7,46909.61393585872,8544.34438587151
002J79-E,GBR,2015,1.4183205050388125e6,2679.6070111419667,1191.8952119963787
0030BD-E,GBR,2015,1.453621023630139e6,13652.91094392443,694079.7787684042
003GSQ-E,GBR,2015,20717.261463781015,203.0330565334858,2653.166262368521
0065S2-E,GBR,2015,1.4169608379319701e6,7443.034969879763,11061.378257429402
07JRZL-E,GBR,2015,2.9969603037601262e6,22326.41803449026,339849.01927995076
0CJNY9-E,GBR,2015,35125.74954382451,241.92540456602157,315.6453726831906
002J95-E,GBR,2015,7.296902251840519e6,35998.99095320548,1.135253038669949e6
002118-E,GBR,2015,564307.1362904363,6413.6473558203015,673503.5892132771
003J9T-E,GBR,2015,834450.9680690536,10754.11671118376,17814.163148656797
